"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
46957,2016,"0",417,"Democratic Republic of the Congo 2016","","3363","Tearfund","No field questions","No field answers"
47040,2016,"250000",421,"DPR Korea Needs and Priorities 2016","Emergency Shelter and NFI","2646","Swiss Development Cooperation/Swiss Humanitarian Aid","Subset Of Plan","Flood Emergency Response"
47042,2016,"0",504,"Afghanistan Flash Appeal: One million people on the move (September - December 2016)","Multi-sector","2986","International Organization for Migration","Response Type","Refugee"
43387,2016,"1526940",412,"Nigeria 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Project Priority","High"
43387,2016,"1526940",412,"Nigeria 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
45186,2016,"8000000",500,"Iraq 2016","Health","4398","World Health Organization","Project Priority","High"
45186,2016,"8000000",500,"Iraq 2016","Health","4398","World Health Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46512,2016,"900600",506,"Sudan 2016","Early Recovery","5294","United Nations Development Programme","Project Priority","a) 25%"
46512,2016,"900600",506,"Sudan 2016","Early Recovery","5294","United Nations Development Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46967,2016,"4517060",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Emergency Telecommunications","3049","World Food Programme","No field questions","No field answers"
47225,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","6237","Rehabilitation, Education And Community Health","No field questions","No field answers"
44534,2016,"153000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","5114","Peace Corps South Sudan","Project Priority","3"
44534,2016,"153000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","5114","Peace Corps South Sudan","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46995,2016,"1000000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Protection","3238","CARE International","No field questions","No field answers"
42885,2016,"12469815",498,"Cameroon 2016","Food Security","3049","World Food Programme","Response Type","Refugee"
42885,2016,"12469815",498,"Cameroon 2016","Food Security","3049","World Food Programme","Project Priority","High"
42885,2016,"12469815",498,"Cameroon 2016","Food Security","3049","World Food Programme","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46566,2016,"1782370",506,"Sudan 2016","Food Security","1504","Concern Worldwide","Project Priority","c) 75%"
46566,2016,"1782370",506,"Sudan 2016","Food Security","1504","Concern Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44615,2016,"720635",1059,"Republic of South Sudan 2016","Education","4695","Adventist Development and Relief Agency","Project Priority","3"
44615,2016,"720635",1059,"Republic of South Sudan 2016","Education","4695","Adventist Development and Relief Agency","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
47047,2016,"0",417,"Democratic Republic of the Congo 2016","Food Security","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47048,2016,"0",417,"Democratic Republic of the Congo 2016","Food Security","5373","Catholic Relief Services","No field questions","No field answers"
47049,2016,"0",417,"Democratic Republic of the Congo 2016","Food Security","53","Samaritan's Purse","No field questions","No field answers"
44547,2016,"3036255",1059,"Republic of South Sudan 2016","Multi-sector","8605","International Medical Corps UK","Response Type","Refugee"
44547,2016,"3036255",1059,"Republic of South Sudan 2016","Multi-sector","8605","International Medical Corps UK","Project Priority","1"
44547,2016,"3036255",1059,"Republic of South Sudan 2016","Multi-sector","8605","International Medical Corps UK","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
46612,2016,"141000",506,"Sudan 2016","Health","1504","Concern Worldwide","Project Priority","b) 50%"
46612,2016,"141000",506,"Sudan 2016","Health","1504","Concern Worldwide","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44752,2016,"660000",1059,"Republic of South Sudan 2016","Protection","3001","International Rescue Committee","Project Priority","1"
44752,2016,"660000",1059,"Republic of South Sudan 2016","Protection","3001","International Rescue Committee","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44726,2016,"3823166",1059,"Republic of South Sudan 2016","Health","47","The Mentor Initiative","Project Priority","3"
44726,2016,"3823166",1059,"Republic of South Sudan 2016","Health","47","The Mentor Initiative","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46983,2016,"9000000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","No field questions","No field answers"
47156,2016,"5500000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Health","4398","World Health Organization","No field questions","No field answers"
46982,2016,"1200000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Health","2915","United Nations Children's Fund","No field questions","No field answers"
46989,2016,"3300000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Health","2915","United Nations Children's Fund","No field questions","No field answers"
46988,2016,"2000000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Health","4293","United Nations Population Fund","No field questions","No field answers"
44739,2016,"5320735",1059,"Republic of South Sudan 2016","Health","2915","United Nations Children's Fund","Project Priority","1"
44739,2016,"5320735",1059,"Republic of South Sudan 2016","Health","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44634,2016,"9223405",1059,"Republic of South Sudan 2016","Education","2915","United Nations Children's Fund","Project Priority","1"
44634,2016,"9223405",1059,"Republic of South Sudan 2016","Education","2915","United Nations Children's Fund","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
44571,2016,"1700000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Project Priority","1"
44571,2016,"1700000",1059,"Republic of South Sudan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47058,2016,"6994752",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","8539","ACT Alliance / Norwegian Church Aid","Custom Location","Greece"
49844,2016,"557414",411,"Chad 2016","Agriculture","8242","Première Urgence Internationale","Project Grouping 2","1-  INSECURITE ALIMENTAIRE ET MALNUTRITION"
49844,2016,"557414",411,"Chad 2016","Agriculture","8242","Première Urgence Internationale","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46761,2016,"0",503,"Myanmar 2016","Food Security","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
46762,2016,"0",503,"Myanmar 2016","Food Security","","","No field questions","No field answers"
43089,2016,"8800000",378,"Mali 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Project Priority","High"
43089,2016,"8800000",378,"Mali 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
47063,2016,"198606",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","7098","DIOTIMA Centre of research on Women's Issues","Custom Location","Greece"
47151,2016,"0",422,"Mosul Flash Appeal 2016","","4293","United Nations Population Fund","No field questions","No field answers"
47066,2016,"607760",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","7094","HSA Humanitarian Support Agency","Custom Location","Greece"
47152,2016,"0",422,"Mosul Flash Appeal 2016","","2915","United Nations Children's Fund","No field questions","No field answers"
46966,2016,"1238505",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Coordination and support services","4396","Office for the Coordination of Humanitarian Affairs","No field questions","No field answers"
46998,2016,"5500000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","No field questions","No field answers"
46987,2016,"14550000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Emergency Shelter and NFI","2986","International Organization for Migration","No field questions","No field answers"
46986,2016,"150000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Health","4303","International Medical Corps US","No field questions","No field answers"
47154,2016,"0",422,"Mosul Flash Appeal 2016","","2490","Mission East","No field questions","No field answers"
47155,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","2490","Mission East","No field questions","No field answers"
42961,2016,"283600",498,"Cameroon 2016","Education","3369","Plan International","Project Priority","High"
42961,2016,"283600",498,"Cameroon 2016","Education","3369","Plan International","Response Type","Refugee"
42961,2016,"283600",498,"Cameroon 2016","Education","3369","Plan International","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
42941,2016,"208500",498,"Cameroon 2016","Health","3369","Plan International","Project Priority","High"
42941,2016,"208500",498,"Cameroon 2016","Health","3369","Plan International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47270,2016,"300000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Emergency Shelter and NFI","4305","Mercy Corps","No field questions","No field answers"
42883,2016,"329690",498,"Cameroon 2016","Water Sanitation Hygiene","3369","Plan International","Response Type","Refugee"
42883,2016,"329690",498,"Cameroon 2016","Water Sanitation Hygiene","3369","Plan International","Project Priority","High"
42883,2016,"329690",498,"Cameroon 2016","Water Sanitation Hygiene","3369","Plan International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
42871,2016,"419350",498,"Cameroon 2016","Water Sanitation Hygiene","3369","Plan International","Project Priority","High"
42871,2016,"419350",498,"Cameroon 2016","Water Sanitation Hygiene","3369","Plan International","Response Type","Refugee"
42871,2016,"419350",498,"Cameroon 2016","Water Sanitation Hygiene","3369","Plan International","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
47003,2016,"2200000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Protection","3569","UN Women","No field questions","No field answers"
47014,2016,"515000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Water Sanitation Hygiene","4536","Action Contre la Faim - Action Against Hunger International","No field questions","No field answers"
45984,2016,"5684000",1065,"Zimbabwe Humanitarian Response Plan 2016","Food Security","8529","Plan Zimbabwe","Project Priority","High priority"
45984,2016,"5684000",1065,"Zimbabwe Humanitarian Response Plan 2016","Food Security","8529","Plan Zimbabwe","Gender Marker","3-Not specified"
45133,2016,"1354399",500,"Iraq 2016","Emergency Shelter and NFI","4536","Action Contre la Faim - Action Against Hunger International","Subset Of Plan","A. First-Line Response"
45133,2016,"1354399",500,"Iraq 2016","Emergency Shelter and NFI","4536","Action Contre la Faim - Action Against Hunger International","Project Priority","High"
45133,2016,"1354399",500,"Iraq 2016","Emergency Shelter and NFI","4536","Action Contre la Faim - Action Against Hunger International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44371,2016,"52131249",1014,"Pakistan Humanitarian Strategic Plan 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Project Grouping 2","Returnees"
44371,2016,"52131249",1014,"Pakistan Humanitarian Strategic Plan 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47074,2016,"518000",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","7115","Libraries without Borders","Custom Location","Greece"
47077,2016,"2091600",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","7212","Network for Children's Rights","Custom Location","Greece"
47316,2016,"0",422,"Mosul Flash Appeal 2016","Health","2512","La Chaîne de l'Espoir","No field questions","No field answers"
47392,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","2323","Al Mamoura Humanitarian Establishment","No field questions","No field answers"
47303,2016,"0",422,"Mosul Flash Appeal 2016","Protection","3244","INTERSOS Humanitarian Aid Organization","No field questions","No field answers"
47310,2016,"0",422,"Mosul Flash Appeal 2016","Health","3244","INTERSOS Humanitarian Aid Organization","No field questions","No field answers"
47081,2016,"243625",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","3366","Salvation Army","Custom Location","Greece"
47082,2016,"16356086",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","53","Samaritan's Purse","Custom Location","Greece"
47158,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","744","Oxfam","No field questions","No field answers"
47313,2016,"0",422,"Mosul Flash Appeal 2016","Education","141","People in Need","No field questions","No field answers"
47159,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","141","People in Need","No field questions","No field answers"
47086,2016,"1000000",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","7310","Translators without Borders","Custom Location","Greece"
47160,2016,"0",422,"Mosul Flash Appeal 2016","","3363","Tearfund","No field questions","No field answers"
47391,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","7846","The Engineering Association for Development and Environment","No field questions","No field answers"
47357,2016,"0",422,"Mosul Flash Appeal 2016","Health","2915","United Nations Children's Fund","No field questions","No field answers"
47161,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","4397","United Nations High Commissioner for Refugees","No field questions","No field answers"
45317,2016,"2040000",500,"Iraq 2016","","4293","United Nations Population Fund","Subset Of Plan","A. First-Line Response"
45317,2016,"2040000",500,"Iraq 2016","","4293","United Nations Population Fund","Project Priority","High"
45317,2016,"2040000",500,"Iraq 2016","","4293","United Nations Population Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47163,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","4389","Deutsche Welthungerhilfe e.V. (German Agro Action)","No field questions","No field answers"
44706,2016,"204000",1059,"Republic of South Sudan 2016","Nutrition","540","Action for Development","Project Priority","4"
44706,2016,"204000",1059,"Republic of South Sudan 2016","Nutrition","540","Action for Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47122,2016,"2300000",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","5294","United Nations Development Programme","Custom Location","Serbia"
47123,2016,"300000",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","4293","United Nations Population Fund","Custom Location","Serbia"
47164,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","2915","United Nations Children's Fund","No field questions","No field answers"
47166,2016,"0",464,"Afghanistan 2016","Nutrition","4536","Action Contre la Faim - Action Against Hunger International","No field questions","No field answers"
47092,2016,"336163",512,"2016 Europe Situation -Regional Refugee and Migrant Response","Multi-sector","2920","Arbeiter-Samariter-Bund Deutschland e.V","Custom Location","FYR Macedonia"
47167,2016,"0",464,"Afghanistan 2016","Nutrition","4398","World Health Organization","No field questions","No field answers"
47168,2016,"0",464,"Afghanistan 2016","Nutrition","1850","World Vision International","No field questions","No field answers"
47169,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","5375","ZOA","No field questions","No field answers"
47170,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47171,2016,"0",464,"Afghanistan 2016","Food Security","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47172,2016,"0",464,"Afghanistan 2016","Health","5354","Afghan Health & Development Services","No field questions","No field answers"
47173,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","2937","Afghanaid","No field questions","No field answers"
47175,2016,"0",464,"Afghanistan 2016","Protection","2937","Afghanaid","No field questions","No field answers"
47176,2016,"0",464,"Afghanistan 2016","Health","5888","Afghanistan Center for Training and Development","No field questions","No field answers"
47177,2016,"0",464,"Afghanistan 2016","Health","6565","Agency for Assistance and Development of Afghanistan","No field questions","No field answers"
47178,2016,"0",464,"Afghanistan 2016","Nutrition","6565","Agency for Assistance and Development of Afghanistan","No field questions","No field answers"
47179,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","2990","Coordination of Afghan Relief","No field questions","No field answers"
47180,2016,"0",464,"Afghanistan 2016","Health","1041","Organization for Research and Community Development","No field questions","No field answers"
47181,2016,"0",464,"Afghanistan 2016","Food Security","4528","MEDAIR","No field questions","No field answers"
47182,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","4405","Relief International","No field questions","No field answers"
47183,2016,"0",464,"Afghanistan 2016","Food Security","4405","Relief International","No field questions","No field answers"
47184,2016,"0",464,"Afghanistan 2016","Health","2849","Save the Children","No field questions","No field answers"
47185,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","3230","Solidarités International","No field questions","No field answers"
47186,2016,"0",464,"Afghanistan 2016","Food Security","4323","Oxfam Novib Netherlands","No field questions","No field answers"
47188,2016,"0",464,"Afghanistan 2016","Health","7351","EMERGENCY - Life Support for Civilian War Victims ONG Onlus","No field questions","No field answers"
47187,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","4516","Danish Committee for Aid to Afghan Refugees","No field questions","No field answers"
47189,2016,"0",464,"Afghanistan 2016","Protection","4295","HALO Trust","No field questions","No field answers"
47190,2016,"0",464,"Afghanistan 2016","Health","8605","International Medical Corps UK","No field questions","No field answers"
47191,2016,"0",464,"Afghanistan 2016","Protection","8605","International Medical Corps UK","No field questions","No field answers"
46819,2016,"0",464,"Afghanistan 2016","","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47192,2016,"0",464,"Afghanistan 2016","","4761","Aga Khan Foundation","No field questions","No field answers"
47193,2016,"0",464,"Afghanistan 2016","","4936","FOCUS Humanitarian Assistance","No field questions","No field answers"
47195,2016,"0",464,"Afghanistan 2016","","8605","International Medical Corps UK","No field questions","No field answers"
47196,2016,"0",464,"Afghanistan 2016","Health","5351","HealthNet TPO","No field questions","No field answers"
47197,2016,"0",464,"Afghanistan 2016","","3001","International Rescue Committee","No field questions","No field answers"
47198,2016,"0",464,"Afghanistan 2016","","2849","Save the Children","No field questions","No field answers"
47199,2016,"0",464,"Afghanistan 2016","Protection","8043","Afghan Planning Agency","No field questions","No field answers"
47200,2016,"0",464,"Afghanistan 2016","Protection","4758","Terre des Hommes International","No field questions","No field answers"
47201,2016,"0",464,"Afghanistan 2016","Health","7551","Youth Health & Development Organization","No field questions","No field answers"
47202,2016,"0",464,"Afghanistan 2016","Protection","7551","Youth Health & Development Organization","No field questions","No field answers"
47203,2016,"0",464,"Afghanistan 2016","Health","1978","MRCA - Medical Refresher Course for Afghan","No field questions","No field answers"
47204,2016,"0",464,"Afghanistan 2016","Protection","4229","Mine Detection Centre","No field questions","No field answers"
47205,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","8539","ACT Alliance / Norwegian Church Aid","No field questions","No field answers"
47207,2016,"0",464,"Afghanistan 2016","Protection","4804","Organisation for Mine Clearance and Afghan Rehabilitation / Mine Detection Dog Centre","No field questions","No field answers"
47208,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","2849","Save the Children","No field questions","No field answers"
47209,2016,"0",464,"Afghanistan 2016","Food Security","2849","Save the Children","No field questions","No field answers"
47210,2016,"0",464,"Afghanistan 2016","Protection","5351","HealthNet TPO","No field questions","No field answers"
47212,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","7031","Human Resources Development Agency","No field questions","No field answers"
47211,2016,"0",464,"Afghanistan 2016","Food Security","7031","Human Resources Development Agency","No field questions","No field answers"
47213,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","8605","International Medical Corps UK","No field questions","No field answers"
47214,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","3001","International Rescue Committee","No field questions","No field answers"
47215,2016,"0",464,"Afghanistan 2016","Food Security","3001","International Rescue Committee","No field questions","No field answers"
47216,2016,"0",464,"Afghanistan 2016","Nutrition","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47218,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47219,2016,"0",464,"Afghanistan 2016","Health","8242","Première Urgence Internationale","No field questions","No field answers"
47220,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","8242","Première Urgence Internationale","No field questions","No field answers"
47221,2016,"0",464,"Afghanistan 2016","Emergency Shelter and NFI","8242","Première Urgence Internationale","No field questions","No field answers"
47222,2016,"0",464,"Afghanistan 2016","Nutrition","2178","Norwegian Refugee Council","No field questions","No field answers"
47223,2016,"0",464,"Afghanistan 2016","Water Sanitation Hygiene","2178","Norwegian Refugee Council","No field questions","No field answers"
47023,2016,"200000",421,"DPR Korea Needs and Priorities 2016","Water Sanitation Hygiene","2849","Save the Children","Subset Of Plan","Flood Emergency Response"
43343,2016,"750000",412,"Nigeria 2016","Water Sanitation Hygiene","2849","Save the Children","Project Priority","High"
43343,2016,"750000",412,"Nigeria 2016","Water Sanitation Hygiene","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47304,2016,"0",422,"Mosul Flash Appeal 2016","Protection","2650","Triangle Génération Humanitaire","No field questions","No field answers"
47226,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","3293","Dorcas Aid International","No field questions","No field answers"
47227,2016,"0",422,"Mosul Flash Appeal 2016","Health","3293","Dorcas Aid International","No field questions","No field answers"
47228,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","3293","Dorcas Aid International","No field questions","No field answers"
47309,2016,"0",422,"Mosul Flash Appeal 2016","Education","3244","INTERSOS Humanitarian Aid Organization","No field questions","No field answers"
46985,2016,"900000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Health","3777","Médecins du Monde","No field questions","No field answers"
47229,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","4470","Afkar Society for Development and Human Relief","No field questions","No field answers"
47231,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","","","No field questions","No field answers"
47232,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","","","No field questions","No field answers"
47233,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","6229","The United Iraqi Medical Society for Relief and Development","No field questions","No field answers"
47234,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","6229","The United Iraqi Medical Society for Relief and Development","No field questions","No field answers"
47236,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","2723","Qatar Red Crescent Society","No field questions","No field answers"
47237,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","4931","United Nations Human Settlements Programme (UN-HABITAT)","No field questions","No field answers"
47238,2016,"0",422,"Mosul Flash Appeal 2016","Water Sanitation Hygiene","3238","CARE International","No field questions","No field answers"
47239,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47240,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","2886","Agency for Technical Cooperation and Development","No field questions","No field answers"
47241,2016,"0",422,"Mosul Flash Appeal 2016","Protection","1472","iMMAP","No field questions","No field answers"
47307,2016,"0",422,"Mosul Flash Appeal 2016","Health","3891","Doctors Aid Medical Activities","No field questions","No field answers"
47308,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","3219","Mercy Hands for Humanitarian Aid","No field questions","No field answers"
47302,2016,"0",422,"Mosul Flash Appeal 2016","Emergency Shelter and NFI","2304","Islamic Relief Worldwide","No field questions","No field answers"
47242,2016,"0",422,"Mosul Flash Appeal 2016","Water Sanitation Hygiene","53","Samaritan's Purse","No field questions","No field answers"
47306,2016,"0",422,"Mosul Flash Appeal 2016","Food Security","7389","Representative of Nineveh Voluntary for Internally Displaced Persons Organization","No field questions","No field answers"
47386,2016,"0",422,"Mosul Flash Appeal 2016","Water Sanitation Hygiene","7389","Representative of Nineveh Voluntary for Internally Displaced Persons Organization","No field questions","No field answers"
45452,2016,"3400000",462,"Ukraine 2016","Early Recovery","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44617,2016,"3752000",1059,"Republic of South Sudan 2016","Protection - Mine Action","5311","United Nations Mine Action Service","Project Priority","1"
44617,2016,"3752000",1059,"Republic of South Sudan 2016","Protection - Mine Action","5311","United Nations Mine Action Service","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44639,2016,"489158",1059,"Republic of South Sudan 2016","Protection","6515","The Israel Forum for International Humanitarian Aid","Project Priority","3"
44639,2016,"489158",1059,"Republic of South Sudan 2016","Protection","6515","The Israel Forum for International Humanitarian Aid","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
44618,2016,"2600000",1059,"Republic of South Sudan 2016","Protection - Mine Action","2404","Mines Advisory Group","Project Priority","1"
44618,2016,"2600000",1059,"Republic of South Sudan 2016","Protection - Mine Action","2404","Mines Advisory Group","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47266,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","","7029","Global Communities","No field questions","No field answers"
47268,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","","3244","INTERSOS Humanitarian Aid Organization","No field questions","No field answers"
47000,2016,"1200000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Protection","4293","United Nations Population Fund","No field questions","No field answers"
47004,2016,"3372500",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Water Sanitation Hygiene","2849","Save the Children","No field questions","No field answers"
46450,2016,"362653",506,"Sudan 2016","Water Sanitation Hygiene","2359","Sudanese Red Crescent","Project Priority","a) 25%"
46450,2016,"362653",506,"Sudan 2016","Water Sanitation Hygiene","2359","Sudanese Red Crescent","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47244,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Water Sanitation Hygiene","4303","International Medical Corps US","No field questions","No field answers"
47256,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Water Sanitation Hygiene","8166","Kuwaiti Yemeni Relief","No field questions","No field answers"
47257,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Food Security","8166","Kuwaiti Yemeni Relief","No field questions","No field answers"
47258,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Health","8166","Kuwaiti Yemeni Relief","No field questions","No field answers"
47259,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","Emergency Shelter and NFI","8166","Kuwaiti Yemeni Relief","No field questions","No field answers"
47260,2016,"0",1016,"Yemen Humanitarian Response Plan 2016","","8166","Kuwaiti Yemeni Relief","No field questions","No field answers"
47261,2016,"67326",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Water Sanitation Hygiene","3369","Plan International","No field questions","No field answers"
47262,2016,"0",469,"Haiti Flash Appeal: Hurricane Matthew 2016","","2918","ACT Alliance / Christian Aid","No field questions","No field answers"
47012,2016,"4000000",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Water Sanitation Hygiene","744","Oxfam","No field questions","No field answers"
47263,2016,"140135",469,"Haiti Flash Appeal: Hurricane Matthew 2016","Emergency Shelter and NFI","5700","The Haven Community Foundation","No field questions","No field answers"
47264,2016,"0",469,"Haiti Flash Appeal: Hurricane Matthew 2016","","1504","Concern Worldwide","No field questions","No field answers"
43235,2016,"17009012",459,"Mauritania 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Project Priority","High"
43235,2016,"17009012",459,"Mauritania 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Response Type","Refugee"
43235,2016,"17009012",459,"Mauritania 2016","Multi-sector","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
46577,2016,"507884",506,"Sudan 2016","Water Sanitation Hygiene","3238","CARE International","Response Type","Refugee"
46577,2016,"507884",506,"Sudan 2016","Water Sanitation Hygiene","3238","CARE International","Project Priority","a) 25%"
46577,2016,"507884",506,"Sudan 2016","Water Sanitation Hygiene","3238","CARE International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47255,2016,"80089",1059,"Republic of South Sudan 2016","Education","2326","War Child Canada","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
47272,2016,"0",469,"Haiti Flash Appeal: Hurricane Matthew 2016","","3369","Plan International","No field questions","No field answers"
47273,2016,"0",469,"Haiti Flash Appeal: Hurricane Matthew 2016","","3348","ActionAid International","No field questions","No field answers"
42824,2016,"1260000",975,"Burkina Faso 2016","Agriculture","4399","Food and Agriculture Organization of the United Nations","Project Priority","Medium"
