"project_id","project_year","currently_requested_funds","plan_id","plan_name","global_clusters","organisation_ids","organisation_names","question","answer"
56497,2018,"6549307",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","2849","Save the Children","Response Type","Refugee"
56497,2018,"6549307",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","2849","Save the Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56497,2018,"6549307",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","2849","Save the Children","Project Priority","NOT SPECIFIED"
56456,2018,"354000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Gender-Based Violence","4405","Relief International","Response Type","Refugee"
56456,2018,"354000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Gender-Based Violence","4405","Relief International","Project Priority","NOT SPECIFIED"
56456,2018,"354000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Gender-Based Violence","4405","Relief International","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
56543,2018,"6330758",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Gender-Based Violence","4397","United Nations High Commissioner for Refugees","Response Type","Refugee"
56543,2018,"6330758",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Gender-Based Violence","4397","United Nations High Commissioner for Refugees","Project Priority","NOT SPECIFIED"
56543,2018,"6330758",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Gender-Based Violence","4397","United Nations High Commissioner for Refugees","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
53902,2018,"3300000",5688,"Nigeria Humanitarian Response Plan 2018","Protection","4397","United Nations High Commissioner for Refugees","Project Priority","High"
53902,2018,"3300000",5688,"Nigeria Humanitarian Response Plan 2018","Protection","4397","United Nations High Commissioner for Refugees","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54402,2018,"2523150",5690,"Somalia Humanitarian Response Plan 2018","Food Security","1394","Agricultural Development Organisation","Project Grouping 2","A - High"
54402,2018,"2523150",5690,"Somalia Humanitarian Response Plan 2018","Food Security","1394","Agricultural Development Organisation","Project Grouping 1","Food Security"
54402,2018,"2523150",5690,"Somalia Humanitarian Response Plan 2018","Food Security","1394","Agricultural Development Organisation","Project Priority","A - High"
54402,2018,"2523150",5690,"Somalia Humanitarian Response Plan 2018","Food Security","1394","Agricultural Development Organisation","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54402,2018,"2523150",5690,"Somalia Humanitarian Response Plan 2018","Food Security","1394","Agricultural Development Organisation","Custom Location","North West"
56457,2018,"450000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Food Security","4405","Relief International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56457,2018,"450000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Food Security","4405","Relief International","Response Type","Refugee"
56457,2018,"450000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Food Security","4405","Relief International","Project Priority","NOT SPECIFIED"
56453,2018,"3000000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","4405","Relief International","Response Type","Refugee"
56453,2018,"3000000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","4405","Relief International","Project Priority","NOT SPECIFIED"
56453,2018,"3000000",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","4405","Relief International","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54333,2018,"1532775",5690,"Somalia Humanitarian Response Plan 2018","Early Recovery","7273","Taakulo Somaliland Community","Project Grouping 1","Food Security"
54333,2018,"1532775",5690,"Somalia Humanitarian Response Plan 2018","Early Recovery","7273","Taakulo Somaliland Community","Project Grouping 2","A - High"
54333,2018,"1532775",5690,"Somalia Humanitarian Response Plan 2018","Early Recovery","7273","Taakulo Somaliland Community","Project Priority","A - High"
54333,2018,"1532775",5690,"Somalia Humanitarian Response Plan 2018","Early Recovery","7273","Taakulo Somaliland Community","Custom Location","North West"
54333,2018,"1532775",5690,"Somalia Humanitarian Response Plan 2018","Early Recovery","7273","Taakulo Somaliland Community","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
53663,2018,"11000000",5689,"Niger Plan de Réponse Humanitaire 2018","Food Security","744","Oxfam","Project Priority","High"
53663,2018,"11000000",5689,"Niger Plan de Réponse Humanitaire 2018","Food Security","744","Oxfam","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56741,2018,"500000",5715,"Philippines Marawi Conflict Response and Resources Overview 2018","Protection - Child Protection","3369","Plan International","Project Priority","NOT SPECIFIED"
56741,2018,"500000",5715,"Philippines Marawi Conflict Response and Resources Overview 2018","Protection - Child Protection","3369","Plan International","Project Grouping 1","Protection - Child Protection"
56741,2018,"500000",5715,"Philippines Marawi Conflict Response and Resources Overview 2018","Protection - Child Protection","3369","Plan International","Project Grouping 2","NOT SPECIFIED"
56744,2018,"1000000",5715,"Philippines Marawi Conflict Response and Resources Overview 2018","Protection","3369","Plan International","Project Grouping 2","NOT SPECIFIED"
56744,2018,"1000000",5715,"Philippines Marawi Conflict Response and Resources Overview 2018","Protection","3369","Plan International","Project Grouping 1","Protection - Gender-Based Violence"
56744,2018,"1000000",5715,"Philippines Marawi Conflict Response and Resources Overview 2018","Protection","3369","Plan International","Project Priority","NOT SPECIFIED"
53785,2018,"242692",5689,"Niger Plan de Réponse Humanitaire 2018","Protection - Child Protection","2915","United Nations Children's Fund","Project Priority","High"
53785,2018,"242692",5689,"Niger Plan de Réponse Humanitaire 2018","Protection - Child Protection","2915","United Nations Children's Fund","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53778,2018,"1190000",5689,"Niger Plan de Réponse Humanitaire 2018","Protection - Gender-Based Violence","4293","United Nations Population Fund","Response Type","Refugee"
53778,2018,"1190000",5689,"Niger Plan de Réponse Humanitaire 2018","Protection - Gender-Based Violence","4293","United Nations Population Fund","Subset Of Plan","Lake Chad Basin"
53778,2018,"1190000",5689,"Niger Plan de Réponse Humanitaire 2018","Protection - Gender-Based Violence","4293","United Nations Population Fund","Project Priority","High"
53778,2018,"1190000",5689,"Niger Plan de Réponse Humanitaire 2018","Protection - Gender-Based Violence","4293","United Nations Population Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
53653,2018,"3841152",5689,"Niger Plan de Réponse Humanitaire 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Subset Of Plan","Lake Chad Basin"
53653,2018,"3841152",5689,"Niger Plan de Réponse Humanitaire 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","High"
53653,2018,"3841152",5689,"Niger Plan de Réponse Humanitaire 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
54680,2018,"2300000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Multi-sector","5373","Catholic Relief Services","Response Type","Refugee"
54680,2018,"2300000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Multi-sector","5373","Catholic Relief Services","Project Grouping 1","Multi-Sector for Refugees"
54680,2018,"2300000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Multi-sector","5373","Catholic Relief Services","Project Grouping 2","NOT SPECIFIED"
54680,2018,"2300000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Multi-sector","5373","Catholic Relief Services","Project Priority","NOT SPECIFIED"
54680,2018,"2300000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Multi-sector","5373","Catholic Relief Services","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54683,2018,"856990",5687,"Cameroun Plan de Réponse Humanitaire 2018","Water Sanitation Hygiene","5373","Catholic Relief Services","Response Type","Refugee"
54683,2018,"856990",5687,"Cameroun Plan de Réponse Humanitaire 2018","Water Sanitation Hygiene","5373","Catholic Relief Services","Project Grouping 1","WASH"
54683,2018,"856990",5687,"Cameroun Plan de Réponse Humanitaire 2018","Water Sanitation Hygiene","5373","Catholic Relief Services","Project Grouping 2","NOT SPECIFIED"
54683,2018,"856990",5687,"Cameroun Plan de Réponse Humanitaire 2018","Water Sanitation Hygiene","5373","Catholic Relief Services","Project Priority","NOT SPECIFIED"
54683,2018,"856990",5687,"Cameroun Plan de Réponse Humanitaire 2018","Water Sanitation Hygiene","5373","Catholic Relief Services","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54681,2018,"950000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5373","Catholic Relief Services","Response Type","Refugee"
54681,2018,"950000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5373","Catholic Relief Services","Project Grouping 1","Early Recovery"
54681,2018,"950000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5373","Catholic Relief Services","Project Grouping 2","NOT SPECIFIED"
54681,2018,"950000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5373","Catholic Relief Services","Project Priority","NOT SPECIFIED"
54681,2018,"950000",5687,"Cameroun Plan de Réponse Humanitaire 2018","Early Recovery","5373","Catholic Relief Services","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53519,2018,"1013813",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Project Grouping 2","NOT SPECIFIED"
53519,2018,"1013813",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Project Grouping 1","WASH"
53519,2018,"1013813",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Custom Location","Projects covering just Gaza"
53519,2018,"1013813",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Project Priority","NOT SPECIFIED"
53519,2018,"1013813",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","4323","Oxfam Novib Netherlands","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53502,2018,"200260",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection - Child Protection","7254","Atfaluna Society for Deaf Children","Project Grouping 2","NOT SPECIFIED"
53502,2018,"200260",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection - Child Protection","7254","Atfaluna Society for Deaf Children","Project Grouping 1","Protection"
53502,2018,"200260",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection - Child Protection","7254","Atfaluna Society for Deaf Children","Project Priority","NOT SPECIFIED"
53502,2018,"200260",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection - Child Protection","7254","Atfaluna Society for Deaf Children","Custom Location","Projects covering just Gaza"
53502,2018,"200260",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection - Child Protection","7254","Atfaluna Society for Deaf Children","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55104,2018,"1860600",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4528","MEDAIR","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55104,2018,"1860600",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4528","MEDAIR","Project Priority","NOT SPECIFIED"
55104,2018,"1860600",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4528","MEDAIR","Subset Of Plan","X"
55104,2018,"1860600",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4528","MEDAIR","Project Grouping 1","WASH"
55104,2018,"1860600",1128,"Syria Humanitarian Response Plan 2018","Water Sanitation Hygiene","4528","MEDAIR","Project Grouping 2","NOT SPECIFIED"
53623,2018,"4900000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Grouping 2","NOT SPECIFIED"
53623,2018,"4900000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Grouping 1","Health and Nutrition Cluster"
53623,2018,"4900000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","NOT SPECIFIED"
53623,2018,"4900000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Custom Location","Projects covering just Gaza"
53623,2018,"4900000",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Health","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
55109,2018,"2838528",1128,"Syria Humanitarian Response Plan 2018","Health","4528","MEDAIR","Project Grouping 1","Health"
55109,2018,"2838528",1128,"Syria Humanitarian Response Plan 2018","Health","4528","MEDAIR","Project Grouping 2","NOT SPECIFIED"
55109,2018,"2838528",1128,"Syria Humanitarian Response Plan 2018","Health","4528","MEDAIR","Project Priority","NOT SPECIFIED"
55109,2018,"2838528",1128,"Syria Humanitarian Response Plan 2018","Health","4528","MEDAIR","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55109,2018,"2838528",1128,"Syria Humanitarian Response Plan 2018","Health","4528","MEDAIR","Subset Of Plan","X"
56161,2018,"1971800",5682,"Iraq Humanitarian Response Plan 2018","Protection - Mine Action","2404","Mines Advisory Group","Subset Of Plan","b. Project mainly targets people who need assistance to return home"
56161,2018,"1971800",5682,"Iraq Humanitarian Response Plan 2018","Protection - Mine Action","2404","Mines Advisory Group","Project Priority","High"
56161,2018,"1971800",5682,"Iraq Humanitarian Response Plan 2018","Protection - Mine Action","2404","Mines Advisory Group","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54077,2018,"6000000",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","8516","Acción Contra el Hambre - Spain","Project Grouping 2","High"
54077,2018,"6000000",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","8516","Acción Contra el Hambre - Spain","Custom Location","NOT SPECIFIED"
54077,2018,"6000000",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","8516","Acción Contra el Hambre - Spain","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54077,2018,"6000000",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","8516","Acción Contra el Hambre - Spain","Project Grouping 1","Food Security"
54077,2018,"6000000",5564,"Mali Plan de Réponse Humanitaire 2018","Food Security","8516","Acción Contra el Hambre - Spain","Project Priority","High"
53506,2018,"601208",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","5771","MA'AN Development Center","Project Grouping 1","WASH"
53506,2018,"601208",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","5771","MA'AN Development Center","Project Grouping 2","NOT SPECIFIED"
53506,2018,"601208",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","5771","MA'AN Development Center","Project Priority","NOT SPECIFIED"
53506,2018,"601208",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","5771","MA'AN Development Center","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53506,2018,"601208",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Water Sanitation Hygiene","5771","MA'AN Development Center","Custom Location","Projects covering just Gaza"
53805,2018,"1190000",5688,"Nigeria Humanitarian Response Plan 2018","Protection - Child Protection","8180","Street Child Organization","Project Priority","High"
53805,2018,"1190000",5688,"Nigeria Humanitarian Response Plan 2018","Protection - Child Protection","8180","Street Child Organization","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
53520,2018,"7987990",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Project Grouping 2","NOT SPECIFIED"
53520,2018,"7987990",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Project Grouping 1","Protection"
53520,2018,"7987990",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Custom Location","Projects covering both West Bank and Gaza"
53520,2018,"7987990",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Project Priority","NOT SPECIFIED"
53520,2018,"7987990",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53886,2018,"2470000",5688,"Nigeria Humanitarian Response Plan 2018","Education","8180","Street Child Organization","Project Priority","High"
53886,2018,"2470000",5688,"Nigeria Humanitarian Response Plan 2018","Education","8180","Street Child Organization","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53584,2018,"1061564",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Project Grouping 1","Protection"
53584,2018,"1061564",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Project Grouping 2","NOT SPECIFIED"
53584,2018,"1061564",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Custom Location","Projects covering just Gaza"
53584,2018,"1061564",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Project Priority","NOT SPECIFIED"
53584,2018,"1061564",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","2178","Norwegian Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56066,2018,"132581338",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5294","United Nations Development Programme","Project Priority","NOT SPECIFIED"
56066,2018,"132581338",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5294","United Nations Development Programme","Custom Location","Turkey"
56066,2018,"132581338",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5294","United Nations Development Programme","Gender Marker","3-Not specified"
56067,2018,"5000000",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5294","United Nations Development Programme","Project Priority","NOT SPECIFIED"
56067,2018,"5000000",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5294","United Nations Development Programme","Custom Location","Region"
56067,2018,"5000000",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","5294","United Nations Development Programme","Gender Marker","3-Not specified"
56435,2018,"1610793",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Coordination and support services","1183","BBC Media Action","Response Type","Refugee"
56435,2018,"1610793",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Coordination and support services","1183","BBC Media Action","Project Priority","NOT SPECIFIED"
56435,2018,"1610793",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Coordination and support services","1183","BBC Media Action","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56581,2018,"372370",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Water Sanitation Hygiene","8618","Terre des Hommes - Lausanne","Response Type","Refugee"
56581,2018,"372370",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Water Sanitation Hygiene","8618","Terre des Hommes - Lausanne","Project Priority","NOT SPECIFIED"
56581,2018,"372370",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Water Sanitation Hygiene","8618","Terre des Hommes - Lausanne","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
56471,2018,"1632385",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Food Security","8582","Oxfam GB","Response Type","Refugee"
56471,2018,"1632385",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Food Security","8582","Oxfam GB","Project Priority","NOT SPECIFIED"
56471,2018,"1632385",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Food Security","8582","Oxfam GB","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56364,2018,"2000000",1130,"Pakistan Transition Plan: Humanitarian Component 2018","Food Security","1543","Islamic Relief Pakistan","Project Priority","Returnees"
56364,2018,"2000000",1130,"Pakistan Transition Plan: Humanitarian Component 2018","Food Security","1543","Islamic Relief Pakistan","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56558,2018,"286830",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Child Protection","8618","Terre des Hommes - Lausanne","Response Type","Refugee"
56558,2018,"286830",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Child Protection","8618","Terre des Hommes - Lausanne","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
56558,2018,"286830",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Child Protection","8618","Terre des Hommes - Lausanne","Project Priority","NOT SPECIFIED"
56561,2018,"748926",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","8618","Terre des Hommes - Lausanne","Response Type","Refugee"
56561,2018,"748926",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","8618","Terre des Hommes - Lausanne","Project Priority","NOT SPECIFIED"
56561,2018,"748926",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Health","8618","Terre des Hommes - Lausanne","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
53313,2018,"638532",5692,"South Sudan Humanitarian Response Plan 2018","Protection","4763","Handicap International - Humanity & Inclusion","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
55666,2018,"11259785",5681,"Sudan Humanitarian Response Plan 2018","Health","2915","United Nations Children's Fund","Project Priority","High priority"
55666,2018,"11259785",5681,"Sudan Humanitarian Response Plan 2018","Health","2915","United Nations Children's Fund","Gender Marker","1-The project is designed to contribute in some limited way to gender equality"
54635,2018,"4797590",5750,"Haiti Humanitarian Response Plan 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Project Priority","Medium"
54635,2018,"4797590",5750,"Haiti Humanitarian Response Plan 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Custom Location","NOT SPECIFIED"
54635,2018,"4797590",5750,"Haiti Humanitarian Response Plan 2018","Emergency Shelter and NFI","2986","International Organization for Migration","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56334,2018,"2000000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","950","Rebuild Iraq Recruitment Program","Subset Of Plan","a. Project mainly targets IDPs in camps, temporary, formal and informal settlements"
56334,2018,"2000000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","950","Rebuild Iraq Recruitment Program","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56334,2018,"2000000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","950","Rebuild Iraq Recruitment Program","Project Priority","High"
56324,2018,"4000000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","5298","Danish Refugee Council","Subset Of Plan","b. Project mainly targets people who need assistance to return home"
56324,2018,"4000000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","5298","Danish Refugee Council","Project Priority","High"
56324,2018,"4000000",5682,"Iraq Humanitarian Response Plan 2018","Water Sanitation Hygiene","5298","Danish Refugee Council","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53602,2018,"1511676",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","8957","ACT Alliance / Dan Church Aid - Norwegian Church Aid Joint office in Palestine","Custom Location","Projects covering just West Bank"
53602,2018,"1511676",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","8957","ACT Alliance / Dan Church Aid - Norwegian Church Aid Joint office in Palestine","Project Priority","NOT SPECIFIED"
53602,2018,"1511676",5717,"Occupied Palestinian Territory Humanitarian Response Strategy 2018","Protection","8957","ACT Alliance / Dan Church Aid - Norwegian Church Aid Joint office in Palestine","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
53053,2018,"500000",5692,"South Sudan Humanitarian Response Plan 2018","Protection","8977","Mobile Humanitarian Agency","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56029,2018,"3286301",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","2723","Qatar Red Crescent Society","Custom Location","Jordan"
56029,2018,"3286301",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","2723","Qatar Red Crescent Society","Project Priority","NOT SPECIFIED"
56029,2018,"3286301",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","2723","Qatar Red Crescent Society","Gender Marker","3-Not specified"
55075,2018,"986000",1128,"Syria Humanitarian Response Plan 2018","Camp Coordination / Management","6796","Maram Foundation for Relief and Development","Project Priority","NOT SPECIFIED"
55075,2018,"986000",1128,"Syria Humanitarian Response Plan 2018","Camp Coordination / Management","6796","Maram Foundation for Relief and Development","Subset Of Plan","Y"
55075,2018,"986000",1128,"Syria Humanitarian Response Plan 2018","Camp Coordination / Management","6796","Maram Foundation for Relief and Development","Project Grouping 1","Camp Coordination and Camp Management"
55075,2018,"986000",1128,"Syria Humanitarian Response Plan 2018","Camp Coordination / Management","6796","Maram Foundation for Relief and Development","Project Grouping 2","NOT SPECIFIED"
55075,2018,"986000",1128,"Syria Humanitarian Response Plan 2018","Camp Coordination / Management","6796","Maram Foundation for Relief and Development","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
56055,2018,"1565758",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","4758","Terre des Hommes International","Custom Location","Jordan"
56055,2018,"1565758",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","4758","Terre des Hommes International","Gender Marker","3-Not specified"
56055,2018,"1565758",537,"Syria regional refugee and resilience plan (3RP) 2018","Multi-sector","4758","Terre des Hommes International","Project Priority","NOT SPECIFIED"
56469,2018,"2267600",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Child Protection","2915","United Nations Children's Fund","Response Type","Refugee"
56469,2018,"2267600",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Child Protection","2915","United Nations Children's Fund","Gender Marker","2b-The principal purpose of the project is to advance gender equality"
56469,2018,"2267600",5422,"Bangladesh: Rohingya Refugee Crisis Joint Response Plan 2018","Protection - Child Protection","2915","United Nations Children's Fund","Project Priority","NOT SPECIFIED"
55400,2018,"23890955",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Grouping 1","Coordination"
55400,2018,"23890955",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Subset Of Plan","X"
55400,2018,"23890955",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Grouping 2","NOT SPECIFIED"
55400,2018,"23890955",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Project Priority","NOT SPECIFIED"
55400,2018,"23890955",1128,"Syria Humanitarian Response Plan 2018","Coordination and support services","3035","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Gender Marker","2a-The project is designed to contribute significantly to gender equality"
54993,2018,"1889576",1128,"Syria Humanitarian Response Plan 2018","Protection - Mine Action","8572","ACT Alliance / DanChurchAid","Project Grouping 1","Mine Action"
